"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"SDPI","Superior Drilling Products, Inc.","0.91","$21.93M","2014","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/sdpi",
"STS","Supreme Industries, Inc.","19.7","$336.54M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/sts",
"SYN","Synthetic Biologics, Inc","0.6908","$81.2M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/syn",
"TKAT","Takung Art Co., Ltd.","9.644","$107.23M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tkat",
"TRX","Tanzanian Royalty Exploration Corporation","0.43","$50.6M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/trx",
"TGB","Taseko Mines Limited","1.24","$277.61M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tgb",
"TIK","Tel-Instrument Electronics Corp.","4.9987","$16.28M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/tik",
"TGC","Tengasco, Inc.","0.4","$4.24M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tgc",
"GLU","The Gabelli Global Utility and Income Trust","18.18","$74.74M","2004","n/a","n/a","http://www.nasdaq.com/symbol/glu",
"GLU^A","The Gabelli Global Utility and Income Trust","51.125","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/glu^a",
"GGO","The Gabelli Go Anywhere Trust","18","$28.98M","2016","n/a","n/a","http://www.nasdaq.com/symbol/ggo",
"GGO^A","The Gabelli Go Anywhere Trust","44.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ggo^a",
"TXMD","TherapeuticsMD, Inc.","6.8","$1.34B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/txmd",
"TGD","Timmons Gold Corp","0.376","$133.72M","2011","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tgd",
"TMP","Tompkins Financial Corporation","80.53","$1.22B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tmp",
"TAT","Transatlantic Petroleum Ltd","1.19","$56.3M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tat",
"TRXC","TransEnterix, Inc.","1.23","$150.95M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/trxc",
"TMQ","Trilogy Metals Inc.","0.539","$56.88M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tmq",
"TPHS","Trinity Place Holdings Inc.","7.32","$214.79M","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/tphs",
"TRT","Trio-Tech International","4.14","$14.54M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/trt",
"HTM","U.S. Geothermal Inc.","4.08","$77.59M","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/htm",
"UFAB","Unique Fabricating, Inc.","11.9","$115.86M","2015","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/ufab",
"UAMY","United States Antimony Corporation","0.5","$33.43M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/uamy",
"UUU","Universal Security Instruments, Inc.","2.95","$6.82M","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/uuu",
"UQM","UQM TECHNOLOGIES INC","0.51","$24.75M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/uqm",
"URG","Ur Energy Inc","0.66","$96.11M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/urg",
"UEC","Uranium Energy Corp.","1.35","$185.91M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/uec",
"VSR","Versar, Inc.","1.89","$18.7M","1986","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/vsr",
"VII","Vicon Industries, Inc.","0.39","$3.65M","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/vii",
"VHC","VirnetX Holding Corp","1.85","$107.57M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/vhc",
"VGZ","Vista Gold Corporation","1.04","$101.7M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/vgz",
"VNRX","VolitionRX Limited","4.18","$109.22M","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/vnrx",
"VISI","Volt Information Sciences, Inc.","7.25","$151.65M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/visi",
"EAD","Wells Fargo Income Opportunities Fund","8.35","$592.07M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ead",
"ERC","Wells Fargo Multi-Sector Income Fund","13.3","$547.47M","2003","n/a","n/a","http://www.nasdaq.com/symbol/erc",
"ERH","Wells Fargo Utilities and High Income Fund","12.63","$116.72M","2004","n/a","n/a","http://www.nasdaq.com/symbol/erh",
"SBI","Western Asset Intermediate Muni Fund Inc","9.56","$134.63M","1992","n/a","n/a","http://www.nasdaq.com/symbol/sbi",
"WRN","Western Copper and Gold Corporation","1.25","$118.86M","2011","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/wrn",
"WYY","WidePoint Corporation","0.5793","$47.93M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/wyy",
"WTT","Wireless Telecom Group,  Inc.","1.44","$32.02M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/wtt",
"XTNT","Xtant Medical Holdings, Inc.","0.53","$9.59M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/xtnt",
"YUMA","Yuma Energy, Inc.","2.21","$26.96M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/yuma",
"ZDGE","Zedge, Inc.","3.12","$30.09M","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/zdge",
